id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,image,cry
355,duskull,ghost,,20,40,90,30,90,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/355.ogg
356,dusclops,ghost,,40,70,130,60,130,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/356.ogg
357,tropius,grass,flying,99,68,83,72,87,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/357.ogg
358,chimecho,psychic,,75,50,80,95,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/358.ogg
359,absol,dark,,65,130,60,75,60,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/359.ogg
360,wynaut,psychic,,95,23,48,23,48,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/360.ogg
361,snorunt,ice,,50,50,50,50,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/361.ogg
362,glalie,ice,,80,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/362.ogg
363,spheal,ice,water,70,40,50,55,50,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/363.ogg
364,sealeo,ice,water,90,60,70,75,70,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/364.ogg
365,walrein,ice,water,110,80,90,95,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/365.ogg
366,clamperl,water,,35,64,85,74,55,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/366.ogg
367,huntail,water,,55,104,105,94,75,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/367.ogg
368,gorebyss,water,,55,84,105,114,75,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/368.ogg
369,relicanth,water,rock,100,90,130,45,65,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/369.ogg
370,luvdisc,water,,43,30,55,40,65,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/370.ogg
371,bagon,dragon,,45,75,60,40,30,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/371.ogg
372,shelgon,dragon,,65,95,100,60,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/372.ogg
373,salamence,dragon,flying,95,135,80,110,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/373.ogg
374,beldum,steel,psychic,40,55,80,35,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/374.ogg
375,metang,steel,psychic,60,75,100,55,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/375.ogg
376,metagross,steel,psychic,80,135,130,95,90,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/376.ogg
377,regirock,rock,,80,100,200,50,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/377.ogg
378,regice,ice,,80,50,100,100,200,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/378.ogg
379,registeel,steel,,80,75,150,75,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/379.ogg
380,latias,dragon,psychic,80,80,90,110,130,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/380.ogg
381,latios,dragon,psychic,80,90,80,130,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/381.ogg
382,kyogre,water,,100,100,90,150,140,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/382.ogg
383,groudon,ground,,100,150,140,100,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/383.ogg
384,rayquaza,dragon,flying,105,150,90,150,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/384.ogg
385,jirachi,steel,psychic,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/385.ogg
386,deoxys-normal,psychic,,50,150,50,150,50,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/386.ogg
387,turtwig,grass,,55,68,64,45,55,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/387.ogg
388,grotle,grass,,75,89,85,55,65,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/388.ogg
389,torterra,grass,ground,95,109,105,75,85,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/389.ogg
390,chimchar,fire,,44,58,44,58,44,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/390.ogg
391,monferno,fire,fighting,64,78,52,78,52,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/391.ogg
392,infernape,fire,fighting,76,104,71,104,71,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/392.ogg
393,piplup,water,,53,51,53,61,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/393.ogg
394,prinplup,water,,64,66,68,81,76,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/394.ogg
395,empoleon,water,steel,84,86,88,111,101,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/395.ogg
396,starly,normal,flying,40,55,30,30,30,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/396.ogg
397,staravia,normal,flying,55,75,50,40,40,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/397.ogg
398,staraptor,normal,flying,85,120,70,50,60,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/398.ogg
399,bidoof,normal,,59,45,40,35,40,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/399.ogg
400,bibarel,normal,water,79,85,60,55,60,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/400.ogg
401,kricketot,bug,,37,25,41,25,41,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/401.ogg
402,kricketune,bug,,77,85,51,55,51,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/402.ogg
403,shinx,electric,,45,65,34,40,34,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/403.ogg
404,luxio,electric,,60,85,49,60,49,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/404.ogg
405,luxray,electric,,80,120,79,95,79,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/405.ogg
406,budew,grass,poison,40,30,35,50,70,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/406.ogg
407,roserade,grass,poison,60,70,65,125,105,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/407.ogg
408,cranidos,rock,,67,125,40,30,30,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/408.ogg
409,rampardos,rock,,97,165,60,65,50,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/409.ogg
410,shieldon,rock,steel,30,42,118,42,88,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/410.ogg
411,bastiodon,rock,steel,60,52,168,47,138,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/411.ogg
412,burmy,bug,,40,29,45,29,45,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/412.ogg
413,wormadam-plant,bug,grass,60,59,85,79,105,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/413.ogg
414,mothim,bug,flying,70,94,50,94,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/414.ogg
415,combee,bug,flying,30,30,42,30,42,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/415.ogg
416,vespiquen,bug,flying,70,80,102,80,102,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/416.ogg
417,pachirisu,electric,,60,45,70,45,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/417.ogg
418,buizel,water,,55,65,35,60,30,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/418.ogg
419,floatzel,water,,85,105,55,85,50,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/419.ogg
420,cherubi,grass,,45,35,45,62,53,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/420.ogg
421,cherrim,grass,,70,60,70,87,78,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/421.ogg
422,shellos,water,,76,48,48,57,62,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/422.ogg
423,gastrodon,water,ground,111,83,68,92,82,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/423.ogg
424,ambipom,normal,,75,100,66,60,66,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/424.ogg
425,drifloon,ghost,flying,90,50,34,60,44,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/425.ogg
426,drifblim,ghost,flying,150,80,44,90,54,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/426.ogg
427,buneary,normal,,55,66,44,44,56,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/427.ogg
428,lopunny,normal,,65,76,84,54,96,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/428.ogg
429,mismagius,ghost,,60,60,60,105,105,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/429.ogg
430,honchkrow,dark,flying,100,125,52,105,52,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/430.ogg
431,glameow,normal,,49,55,42,42,37,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/431.ogg
432,purugly,normal,,71,82,64,64,59,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/432.ogg
433,chingling,psychic,,45,30,50,65,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/433.ogg
434,stunky,poison,dark,63,63,47,41,41,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/434.ogg
435,skuntank,poison,dark,103,93,67,71,61,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/435.ogg
436,bronzor,steel,psychic,57,24,86,24,86,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/436.ogg
437,bronzong,steel,psychic,67,89,116,79,116,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/437.ogg
438,bonsly,rock,,50,80,95,10,45,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/438.ogg
439,mime-jr,psychic,fairy,20,25,45,70,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/439.ogg
440,happiny,normal,,100,5,5,15,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/440.ogg
441,chatot,normal,flying,76,65,45,92,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/441.ogg
442,spiritomb,ghost,dark,50,92,108,92,108,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/442.ogg
443,gible,dragon,ground,58,70,45,40,45,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/443.ogg
444,gabite,dragon,ground,68,90,65,50,55,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/444.ogg
445,garchomp,dragon,ground,108,130,95,80,85,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/445.ogg
